"Year,Month,Day,Hour,Minute,Department,Division,Case_Type,Hundred_Block,Street_Name,Local_Area"
"2009,10,14,15,8,ENG - Solid Waste,Sanitation,Missed Garbage Pickup,16XX,E 29TH AV,Kensington-Cedar Cottage"
"2009,10,14,15,9,ENG - Solid Waste,Sanitation,Abandoned Garbage Pickup - City Property & Parks,XX,W 23RD AV,Riley Park"
"2009,10,14,15,12,ENG - Solid Waste,Sanitation,Recycling Bag Request,46XX,DUNBAR ST,Dunbar Southlands"
"2009,10,14,15,12,ENG - Solid Waste,Sanitation,Cart - Green (Yard Trimmings and Food Scraps),23XX,W 13TH AV,Kitsilano"
"2009,10,14,15,13,ENG - Solid Waste,Sanitation,Missed Garbage Pickup,7XX,E 57TH AV,Sunset"
"2009,10,14,15,16,ENG - Solid Waste,Sanitation,Missed Recycling Pickup,46XX,WALDEN ST,Riley Park"
"2009,10,14,15,20,ENG - Solid Waste,Sanitation,Missed Garbage Pickup,63XX,CYPRESS ST,Kerrisdale"
"2009,10,14,15,20,ENG - Solid Waste,Sanitation,Missed Garbage Pickup,13XX,E 63RD AV,Sunset"
"2009,10,14,15,24,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,33XX,W KING EDWARD AV,Dunbar Southlands"
"2009,10,14,15,29,ENG - Streets,Streets Operations,Sidewalk - Repair,68XX,INVERNESS ST,Sunset"
"2009,10,14,15,32,ENG - Solid Waste,Sanitation,Missed Garbage Pickup,29XX,ONTARIO ST,Mount Pleasant"
"2009,10,14,15,32,ENG - Solid Waste,Sanitation,Missed Garbage Pickup,7XX,E 24TH AV,Kensington-Cedar Cottage"
"2009,10,14,15,38,ENG - Solid Waste,Sanitation,Cart - Green (Yard Trimmings and Food Scraps),8XX,E 31ST AV,Kensington-Cedar Cottage"
"2009,10,14,15,39,ENG - Transportation,Parking Ops & Enforcement,Abandoned Vehicle Request,70XX,BERKELEY ST,Victoria-Fraserview"
"2009,10,14,15,41,ENG - Streets,Streets Operations,Sidewalk - Repair,26XX,W 10TH AV,Kitsilano"
"2009,10,14,15,42,ENG - Transportation,Parking Ops & Enforcement,Abandoned Vehicle Request,24XX,UPLAND DRIVE,Victoria-Fraserview"
"2009,10,14,15,48,ENG - Transportation,Parking Ops & Enforcement,Abandoned Vehicle Request,72XX,STIRLING ST,Victoria-Fraserview"
"2009,10,14,15,48,ENG - Solid Waste,Sanitation,Recycling Box Request,22XX,SCARBORO AV,Victoria-Fraserview"
"2009,10,14,15,49,ENG - Solid Waste,Sanitation,Missed Garbage Pickup,38XX,DUMFRIES ST,Kensington-Cedar Cottage"
"2009,10,14,15,50,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,1100, - 1199 E 24TH AV,Kensington-Cedar Cottage"
"2009,10,14,15,50,ENG - Solid Waste,Sanitation,Abandoned Garbage Pickup - City Property & Parks,67XX,MAIN ST,Sunset"
"2009,10,14,15,54,ENG - Solid Waste,Sanitation,Missed Recycling Pickup,74XX,ANGUS DRIVE,Marpole"
"2009,10,14,15,54,ENG - Solid Waste,Sanitation,Missed Recycling Pickup,1100, - 1199 E 24TH AV,Kensington-Cedar Cottage"
"2009,10,14,15,54,ENG - Transportation,Neighbourhood Parking and Transportation,Residential Parking Requests,2000, - 2199 E 37TH AV,Kensington-Cedar Cottage"
"2009,10,14,15,56,ENG - Transportation,ZZ OLD - Traffic And Electrical Operations,Street Light - Out,1900, - 1999 E PENDER ST,Grandview-Woodland"
"2009,10,14,15,57,ENG - Solid Waste,Sanitation,Recycling Bag Request,1XX,E 62ND AV,Sunset"
"2009,10,14,16,0,ENG - Solid Waste,Sanitation,Recycling Bag Request,10XX,E 37TH AV,Kensington-Cedar Cottage"
"2009,10,14,16,2,CSG - Licenses,Animal Control,Animal Control General Inquiry Case,12XX,RAYMUR AV,Strathcona"
"2009,10,14,16,8,ENG - Solid Waste,Sanitation,Cart - Garbage,8XX,PRIOR ST,Strathcona"
"2009,10,14,16,11,ENG - Solid Waste,Sanitation,Missed Recycling Pickup,1XX,E 53RD AV,Sunset"
"2009,10,14,16,13,ENG - Solid Waste,Sanitation,Recycling Bag Request,1XX,E 53RD AV,Sunset"
"2009,10,14,16,13,ENG - Solid Waste,Sanitation,Missed Garbage Pickup,76XX,ARGYLE ST,Victoria-Fraserview"
"2009,10,14,16,16,ENG - Solid Waste,Sanitation,Missed Garbage Pickup,38XX,GLEN DRIVE,Kensington-Cedar Cottage"
"2009,10,14,16,20,ENG - Solid Waste,Sanitation,Missed Garbage Pickup,1XX,W 11TH AV,Mount Pleasant"
"2009,10,14,16,21,ENG - Transportation,ZZ OLD - Traffic And Electrical Operations,Street Light - Out,21XX,FERNDALE ST,Grandview-Woodland"
"2009,10,14,16,21,ENG - Solid Waste,Sanitation,Cart - Garbage,27XX,W 29TH AV,Arbutus Ridge"
"2009,10,14,16,23,ENG - Solid Waste,Sanitation,Recycling Box Request,27XX,W 29TH AV,Arbutus Ridge"
"2009,10,14,16,24,ENG - Solid Waste,Sanitation,Recycling Bag Request,27XX,W 29TH AV,Arbutus Ridge"
"2009,10,14,16,28,ENG - Transportation,Traffic and Data Management,Curbside Sign - Modify,1900, - 1999 W 10TH AV,Kitsilano"
"2009,10,14,16,29,ENG - Transportation,ZZ OLD - Traffic And Electrical Operations,Street Light - Out,86XX,FRASER ST,Sunset"
"2009,10,14,16,31,ENG - Solid Waste,Sanitation,Recycling Bag Request,55XX,SLOCAN ST,Renfrew-Collingwood"
"2009,10,14,16,36,ENG - Solid Waste,Sanitation,Missed Garbage Pickup,21XX,GUELPH ST,Mount Pleasant"
"2009,10,14,16,38,ENG - Transportation,Parking Ops & Enforcement,Abandoned Vehicle Request,Intersection,GLEN DRIVE and MALKIN AV,Strathcona"
"2009,10,14,16,38,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,55XX,TRAFALGAR ST,Arbutus Ridge"
"2009,10,14,16,38,ENG - Solid Waste,Sanitation,Missed Garbage Pickup,1XX,W 12TH AV,Mount Pleasant"
"2009,10,14,16,38,ENG - Transportation,ZZ OLD - Traffic And Electrical Operations,Street Light - Out,XX,W 62ND AV,Marpole"
"2009,10,14,16,43,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,35XX,CLARK DRIVE,Kensington-Cedar Cottage"
"2009,10,14,16,44,CSG - Licenses,Animal Control,Animal Complaint - Non-Emergency Case,Intersection,E 7TH AV and PRINCE EDWARD ST,Mount Pleasant"
"2009,10,14,16,51,ENG - Transportation,ZZ OLD - Traffic And Electrical Operations,Street Light - Out,6XX,PRIOR ST,Strathcona"
"2009,10,14,16,53,ENG - Transportation,ZZ OLD - Traffic And Electrical Operations,Street Light - Out,35XX,E 48TH AV,Killarney"
"2009,10,14,17,53,ENG - Solid Waste,Sanitation,Missed Garbage Pickup,4XX,E 24TH AV,Riley Park"
"2009,10,14,18,2,ENG - Transportation,ZZ OLD - Traffic And Electrical Operations,Sign - Repair,Intersection,E KENT AV NORTH and FRASER ST,Sunset"
"2009,10,14,18,5,ENG - Solid Waste,Sanitation,Missed Garbage Pickup,2XX,E KING EDWARD AV,Riley Park"
"2009,10,14,18,14,ENG - Solid Waste,Sanitation,Missed Recycling Pickup,6XX,W 19TH AV,South Cambie"
"2009,10,14,18,26,ENG - Transportation,ZZ OLD - Traffic And Electrical Operations,Street Light - Shield Request,7XX,BROUGHTON ST,West End"
"2009,10,14,18,47,ENG - Transportation,ZZ OLD - Traffic And Electrical Operations,Sign - Repair,18XX,E KENT AV SOUTH,Victoria-Fraserview"
"2009,10,14,18,57,ENG - Solid Waste,Sanitation,Recycling Bag Request,28XX,QUEBEC ST,Mount Pleasant"
"2009,10,14,19,22,ENG - Transportation,ZZ OLD - Traffic And Electrical Operations,Street Light - Out,1XX,W 60TH AV,Marpole"
"2009,10,14,19,25,ENG - Transportation,Parking Ops & Enforcement,Abandoned Vehicle Request,Intersection,E 12TH AV and KASLO ST,Renfrew-Collingwood"
"2009,10,14,19,32,ENG - Solid Waste,Sanitation,Missed Garbage Pickup,26XX,CYPRESS ST,Kitsilano"
"2009,10,14,19,37,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,48XX,ELGIN ST,Kensington-Cedar Cottage"
"2009,10,14,19,49,ENG - Transportation,ZZ OLD - Traffic And Electrical Operations,Street Light - Out,19XX,FERNDALE ST,Grandview-Woodland"
"2009,10,14,19,53,ENG - Transportation,ZZ OLD - Traffic And Electrical Operations,Street Light - Out,6XX,SEMLIN DRIVE,Grandview-Woodland"
"2009,10,14,20,31,CSG - Inspections,Reception,Reception After Hours Inquiry Case,3XX,ABBOTT ST,Downtown"
"2009,10,14,20,47,ENG - Transportation,ZZ OLD - Traffic And Electrical Operations,Street Light - Out,XX,E 61ST AV,Sunset"
"2009,10,14,21,19,ENG - Transportation,ZZ OLD - Traffic And Electrical Operations,Street Light - Out,1XX,W 61ST AV,Marpole"
"2009,10,15,7,4,CSG - Licenses,Animal Control,Dead Animal Pickup Case,10XX,CANADA PLACE,"
"2009,10,15,8,1,CSG - Inspections,Reception,Reception After Hours Inquiry Case,15XX,W 7TH AV,Fairview"
"2009,10,15,8,4,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,30XX,PRINCE EDWARD ST,Mount Pleasant"
"2009,10,15,8,9,ENG - Solid Waste,Sanitation,Cart - Garbage,22XX,SEMLIN DRIVE,Grandview-Woodland"
"2009,10,15,8,11,ENG - Solid Waste,Sanitation,Cart - Green (Yard Trimmings and Food Scraps),22XX,SEMLIN DRIVE,Grandview-Woodland"
"2009,10,15,8,21,CSG - Inspections,Reception,Reception After Hours Inquiry Case,56XX,SHERBROOKE ST,Kensington-Cedar Cottage"
"2009,10,15,8,24,ENG - Transportation,ZZ OLD - Traffic And Electrical Operations,Street Light - Out,22XX,W 18TH AV,Arbutus Ridge"
"2009,10,15,8,41,ENG - Solid Waste,Sanitation,Missed Garbage Pickup,71XX,FRASER ST,Sunset"
"2009,10,15,8,44,ENG - Solid Waste,Sanitation,Recycling Bag Request,45XX,W 12TH AV,West Point Grey"
"2009,10,15,8,45,ENG - Solid Waste,Sanitation,Missed Garbage Pickup,21XX,GUELPH ST,Mount Pleasant"
"2009,10,15,8,46,ENG - Transportation,ZZ OLD - Traffic And Electrical Operations,Street Light - Out,32XX,WAVERLEY AV,Killarney"
"2009,10,15,8,48,ENG - Solid Waste,Sanitation,Recycling Box Request,4XX,E 54TH AV,Sunset"
"2009,10,15,8,48,ENG - Solid Waste,Sanitation,Recycling Bag Request,4XX,E 54TH AV,Sunset"
"2009,10,15,8,57,ENG - Transportation,Traffic and Data Management,Crosswalk Marking - New,Intersection,E 16TH AV and SOPHIA ST,Mount Pleasant"
"2009,10,15,8,58,ENG - Solid Waste,Solid Waste Management,Illegal Dumping/Abandoned Garbage Pickup,Intersection,DRAKE ST and SEYMOUR ST,Downtown"
"2009,10,15,8,59,ENG - Solid Waste,Sanitation,Recycling Box Request,16XX,DRUMMOND DRIVE,West Point Grey"
"2009,10,15,9,0,CSG - Licenses,Animal Control,Animal Complaint - Non-Emergency Case,19XX,WOODLAND DRIVE,Grandview-Woodland"
"2009,10,15,9,0,ENG - Solid Waste,Sanitation,Recycling Bag Request,16XX,DRUMMOND DRIVE,West Point Grey"
"2009,10,15,9,2,ENG - Solid Waste,Sanitation,Abandoned Garbage Pickup - City Property & Parks,7XX,KINGSWAY,Mount Pleasant"
"2009,10,15,9,7,ENG - Transportation,ZZ OLD - Traffic And Electrical Operations,Street Light - Out,Intersection,ALDER ST and W 8TH AV,Fairview"
"2009,10,15,9,9,ENG - Solid Waste,Sanitation,Missed Recycling Pickup,16XX,SALSBURY DRIVE,Grandview-Woodland"
"2009,10,15,9,11,CSG - Licenses,Animal Control,Animal Complaint - Non-Emergency Case,18XX,SPYGLASS PLACE,Fairview"
"2009,10,15,9,14,ENG - Solid Waste,Sanitation,Cart - Green (Yard Trimmings and Food Scraps),8XX,E 31ST AV,Kensington-Cedar Cottage"
"2009,10,15,9,20,ENG - Solid Waste,Sanitation,Recycling Box Request,15XX,E 21ST AV,Kensington-Cedar Cottage"
"2009,10,15,9,20,ENG - Solid Waste,Sanitation,Missed Recycling Pickup,31XX,ST. CATHERINES ST,Mount Pleasant"
"2009,10,15,9,22,ENG - Transportation,ZZ OLD - Traffic And Electrical Operations,Street Light - Out,37XX,W 30TH AV,Dunbar Southlands"
"2009,10,15,9,32,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,22XX,E 8TH AV,Grandview-Woodland"
"2009,10,15,9,33,ENG - Transportation,Parking Ops & Enforcement,Abandoned Vehicle Request,9XX,BEATTY ST,Downtown"
"2009,10,15,9,34,CSG - Licenses,Animal Control,Dead Animal Pickup Case,32XX,E 8TH AV,Hastings-Sunrise"
"2009,10,15,9,35,ENG - Transportation,ZZ OLD - Traffic And Electrical Operations,Street Light - Out,23XX,MCGILL ST,Grandview-Woodland"
"2009,10,15,9,37,ENG - Transportation,ZZ OLD - Traffic And Electrical Operations,Street Light - Out,Intersection,BLANCA ST and W 4TH AV,West Point Grey"
"2009,10,15,9,41,ENG - Solid Waste,Sanitation,Cart - Green (Yard Trimmings and Food Scraps),XX,W 17TH AV,Riley Park"
"2009,10,15,9,45,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,32XX,CLARK DRIVE,Kensington-Cedar Cottage"
"2009,10,15,9,45,ENG - Solid Waste,Sanitation,Cart - Garbage,12XX,W 41ST AV,Shaughnessy"
"2009,10,15,9,47,ENG - Solid Waste,Sanitation,Cart - Garbage,XX,E 60TH AV,Sunset"
"2009,10,15,9,48,ENG - Solid Waste,Sanitation,Cart - Garbage,47XX,W 4TH AV,West Point Grey"
"2009,10,15,9,49,ENG - Streets,Streets Operations,Street - Repair,7300, - 7499 HEATHER ST,"
"2009,10,15,9,54,ENG - Transportation,Neighbourhood Parking and Transportation,Residential Parking Requests,4400, - 4499 KASLO ST,Renfrew-Collingwood"
"2009,10,15,9,54,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,10XX,E 22ND AV,Kensington-Cedar Cottage"
"2009,10,15,9,55,ENG - Solid Waste,Sanitation,Cart - Garbage,XX,E 60TH AV,Sunset"
"2009,10,15,9,56,ENG - Solid Waste,Sanitation,Abandoned Garbage Pickup - City Property & Parks,35XX,W 31ST AV,Dunbar Southlands"
"2009,10,15,9,58,CSG - Licenses,Animal Control,Animal Complaint - Non-Emergency Case,6XX,E 5TH AV,Mount Pleasant"
"2009,10,15,10,1,ENG - Transportation,Neighbourhood Parking and Transportation,Residential Parking Requests,Intersection,SELKIRK ST and W KING EDWARD AV,Shaughnessy"
"2009,10,15,10,3,ENG - Transportation,Neighbourhood Parking and Transportation,Residential Parking Requests,5XX,BEATTY ST,Downtown"
"2009,10,15,10,3,ENG - Solid Waste,Sanitation,Cart - Garbage,53XX,SHERBROOKE ST,Kensington-Cedar Cottage"
"2009,10,15,10,4,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,53XX,SHERBROOKE ST,Kensington-Cedar Cottage"
"2009,10,15,10,6,ENG - Solid Waste,Sanitation,Missed Recycling Pickup,27XX,QUEBEC ST,Mount Pleasant"
"2009,10,15,10,8,ENG - Solid Waste,Sanitation,Cart - Garbage,60XX,ADERA ST,Kerrisdale"
"2009,10,15,10,8,ENG - Solid Waste,Sanitation,Cart - Garbage,3XX,E 65TH AV,Sunset"
"2009,10,15,10,9,ENG - Solid Waste,Sanitation,Cart - Green (Yard Trimmings and Food Scraps),60XX,ADERA ST,Kerrisdale"
"2009,10,15,10,10,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,15XX,MATTHEWS AV,Shaughnessy"
"2009,10,15,10,11,ENG - Transportation,Neighbourhood Parking and Transportation,Residential Parking Requests,27XX,E 28TH AV,Renfrew-Collingwood"
"2009,10,15,10,11,ENG - Solid Waste,Sanitation,Recycling Box Request,60XX,ADERA ST,Kerrisdale"
"2009,10,15,10,12,ENG - Solid Waste,Sanitation,Recycling Bag Request,60XX,ADERA ST,Kerrisdale"
"2009,10,15,10,13,ENG - Solid Waste,Sanitation,Cart - Garbage,17XX,GRANDVIEW HWY NORTH,Grandview-Woodland"
"2009,10,15,10,14,ENG - Transportation,ZZ OLD - Traffic And Electrical Operations,Sign - Repair,2XX,ABBOTT ST,Downtown"
"2009,10,15,10,14,ENG - Solid Waste,Sanitation,Cart - Green (Yard Trimmings and Food Scraps),17XX,GRANDVIEW HWY NORTH,Grandview-Woodland"
"2009,10,15,10,14,ENG - Solid Waste,Sanitation,Recycling Box Request,27XX,E 22ND AV,Renfrew-Collingwood"
"2009,10,15,10,15,ENG - Solid Waste,Sanitation,Recycling Bag Request,27XX,E 22ND AV,Renfrew-Collingwood"
"2009,10,15,10,16,ENG - Transportation,ZZ OLD - Traffic And Electrical Operations,Street Light - Out,1200, - 1299 E 19TH AV,Kensington-Cedar Cottage"
"2009,10,15,10,16,ENG - Transportation,ZZ OLD - Traffic And Electrical Operations,Sign - Repair,200, - 299 E 3RD AV,Mount Pleasant"
"2009,10,15,10,17,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,33XX,WINDSOR ST,Kensington-Cedar Cottage"
"2009,10,15,10,19,ENG - Solid Waste,Sanitation,Cart - Garbage,23XX,W 21ST AV,Arbutus Ridge"
"2009,10,15,10,20,ENG - Solid Waste,Sanitation,Cart - Garbage,21XX,WILLIAM ST,Grandview-Woodland"
"2009,10,15,10,21,ENG - Transportation,ZZ OLD - Traffic And Electrical Operations,Street Light - Out,Intersection,HIGHBURY ST and W 20TH AV,Dunbar Southlands"
"2009,10,15,10,26,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,4XX,E 31ST AV,Riley Park"
"2009,10,15,10,32,ENG - Solid Waste,Sanitation,Missed Recycling Pickup,6XX,W 7TH AV,Fairview"
"2009,10,15,10,32,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,39XX,INVERNESS ST,Kensington-Cedar Cottage"
"2009,10,15,10,33,ENG - Transportation,ZZ OLD - Traffic And Electrical Operations,Street Light - Out,XX,E 43RD AV,Sunset"
"2009,10,15,10,34,ENG - Solid Waste,Sanitation,Cart - Garbage,12XX,GARDEN DRIVE,Grandview-Woodland"
"2009,10,15,10,34,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,11XX,E 24TH AV,Kensington-Cedar Cottage"
"2009,10,15,10,35,ENG - Solid Waste,Sanitation,Missed Recycling Pickup,11XX,E 24TH AV,Kensington-Cedar Cottage"
"2009,10,15,10,36,ENG - Solid Waste,Sanitation,Missed Apartment Recycling Pickup,6XX,W 7TH AV,Fairview"
"2009,10,15,10,40,ENG - Solid Waste,Sanitation,Recycling Bag Request,35XX,PUGET DRIVE,Dunbar Southlands"
"2009,10,15,10,41,ENG - Solid Waste,Sanitation,Cart - Green (Yard Trimmings and Food Scraps),37XX,W 3RD AV,West Point Grey"
"2009,10,15,10,45,ENG - Solid Waste,Sanitation,Missed Garbage Pickup,69XX,FRASER ST,Sunset"
"2009,10,15,10,45,CSG - Licenses,Animal Control,Animal Complaint - Non-Emergency Case,68XX,KILLARNEY ST,Killarney"
"2009,10,15,10,46,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,69XX,FRASER ST,Sunset"
"2009,10,15,10,57,ENG - Solid Waste,Sanitation,Cart - Garbage,2XX,W 64TH AV,Marpole"
"2009,10,15,11,2,ENG - Transportation,ZZ OLD - Traffic And Electrical Operations,Street Light - Out,42XX,W 13TH AV,West Point Grey"
"2009,10,15,11,9,ENG - Solid Waste,Sanitation,Recycling Bag Request,51XX,CLARENDON ST,Renfrew-Collingwood"
"2009,10,15,11,13,ENG - Solid Waste,Sanitation,Recycling Bag Request,38XX,W 15TH AV,West Point Grey"
"2009,10,15,11,15,ENG - Streets,Streets Operations,Street - Repair,5XX,HELMCKEN ST,Downtown"
"2009,10,15,11,15,ENG - Transportation,ZZ OLD - Traffic And Electrical Operations,Street Light - Out,3XX,E 59TH AV,Sunset"
"2009,10,15,11,16,ENG - Solid Waste,Sanitation,Cart - Garbage,19XX,W 16TH AV,Shaughnessy"
"2009,10,15,11,16,ENG - Solid Waste,Sanitation,Cart - Green (Yard Trimmings and Food Scraps),19XX,W 16TH AV,Shaughnessy"
"2009,10,15,11,16,ENG - Streets,Streets Operations,Sidewalk - Repair,11XX,HOMER ST,Downtown"
"2009,10,15,11,19,ENG - Solid Waste,Sanitation,Cart - Garbage,79XX,FRENCH ST,Marpole"
"2009,10,15,11,28,ENG - Solid Waste,Sanitation,Abandoned Garbage Pickup - City Property & Parks,3XX,E 59TH AV,Sunset"
"2009,10,15,11,28,ENG - Transportation,Parking Ops & Enforcement,Abandoned Vehicle Request,22XX,PRINCE ALBERT ST,Mount Pleasant"
"2009,10,15,11,30,ENG - Transportation,Neighbourhood Parking and Transportation,Residential Parking Requests,49XX,CULLODEN ST,Kensington-Cedar Cottage"
"2009,10,15,11,32,ENG - Solid Waste,Sanitation,Cart - Garbage,23XX,GRANVILLE ST,Fairview"
"2009,10,15,11,46,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,15XX,E 31ST AV,Kensington-Cedar Cottage"
"2009,10,15,11,53,CSG - Licenses,Animal Control,Animal Control General Inquiry Case,23XX,YORK AV,Kitsilano"
"2009,10,15,11,55,ENG - Solid Waste,Sanitation,Missed Garbage Pickup,6XX,E 58TH AV,Sunset"
"2009,10,15,11,57,ENG - Streets,Streets Operations,Street - Repair,33XX,CHURCH ST,Renfrew-Collingwood"
"2009,10,15,12,3,ENG - Transportation,ZZ OLD - Traffic And Electrical Operations,Street Light - Out,19XX,FERNDALE ST,Grandview-Woodland"
"2009,10,15,12,10,ENG - Solid Waste,Sanitation,Cart - Garbage,58XX,LANARK ST,Victoria-Fraserview"
"2009,10,15,12,12,ENG - Solid Waste,Sanitation,Recycling Bag Request,32XX,RUPERT ST,Renfrew-Collingwood"
"2009,10,15,12,13,ENG - Solid Waste,Sanitation,Recycling Box Request,32XX,RUPERT ST,Renfrew-Collingwood"
"2009,10,15,12,16,ENG - Streets,Streets Operations,Sidewalk - Repair,59XX,LANARK ST,Victoria-Fraserview"
"2009,10,15,12,16,ENG - Solid Waste,Sanitation,Abandoned Garbage Pickup - City Property & Parks,25XX,E 22ND AV,Renfrew-Collingwood"
"2009,10,15,12,23,ENG - Transportation,ZZ OLD - Traffic And Electrical Operations,Street Light - Out,6XX,SEMLIN DRIVE,Grandview-Woodland"
"2009,10,15,12,28,ENG - Solid Waste,Solid Waste Management,Illegal Dumping/Abandoned Garbage Pickup,31XX,WAVERLEY AV,Killarney"
"2009,10,15,12,28,ENG - Solid Waste,Sanitation,Recycling Box Request,7XX,E 14TH AV,Mount Pleasant"
"2009,10,15,12,28,ENG - Solid Waste,Sanitation,Recycling Bag Request,7XX,E 14TH AV,Mount Pleasant"
"2009,10,15,12,33,CSG - Licenses,Animal Control,Animal Control General Inquiry Case,6XX,E HASTINGS ST,Strathcona"
"2009,10,15,12,35,ENG - Solid Waste,Sanitation,Recycling Bag Request,36XX,TRINITY ST,Hastings-Sunrise"
"2009,10,15,12,35,ENG - Solid Waste,Sanitation,Recycling Box Request,20XX,E 37TH AV,Kensington-Cedar Cottage"
"2009,10,15,12,35,ENG - Solid Waste,Sanitation,Recycling Bag Request,20XX,E 37TH AV,Kensington-Cedar Cottage"
"2009,10,15,12,36,ENG - Solid Waste,Sanitation,Cart - Garbage,12XX,E KING EDWARD AV,Kensington-Cedar Cottage"
"2009,10,15,12,37,ENG - Solid Waste,Sanitation,Missed Garbage Pickup,12XX,E KING EDWARD AV,Kensington-Cedar Cottage"
"2009,10,15,12,39,ENG - Solid Waste,Sanitation,Abandoned Garbage Pickup - City Property & Parks,13XX,W 7TH AV,Fairview"
"2009,10,15,12,49,ENG - Transportation,ZZ OLD - Traffic And Electrical Operations,Street Light - Out,21XX,E PENDER ST,Grandview-Woodland"
"2009,10,15,12,49,ENG - Solid Waste,Sanitation,Missed Garbage Pickup,39XX,WILLOW ST,South Cambie"
"2009,10,15,12,52,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,39XX,WILLOW ST,South Cambie"
"2009,10,15,12,52,ENG - Solid Waste,Sanitation,Cart - Garbage,11XX,E 13TH AV,Mount Pleasant"
"2009,10,15,12,56,ENG - Solid Waste,Sanitation,Cart - Garbage,11XX,E 13TH AV,Mount Pleasant"
"2009,10,15,12,59,ENG - Solid Waste,Sanitation,Missed Garbage Pickup,86XX,HUDSON ST,Marpole"
"2009,10,15,13,6,ENG - Solid Waste,Sanitation,Missed Garbage Pickup,8XX,E 38TH AV,Kensington-Cedar Cottage"
"2009,10,15,13,7,ENG - Solid Waste,Sanitation,Cart - Garbage,18XX,W 1ST AV,Kitsilano"
